NO.,STATION,NAME,DATE,AWND(avg wind speed),PRCP(precipitation),SNOW(snowfall),TAVG(temprature avg),WDF2,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22,YYYY,Date,Var.28,Tm,home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
7,USW00014739,"BOSTON, MA US",4/13/12,8.05,0,0,41,330,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Apr 13,2012",boxscore,BOS,,TBR,W,12,2,,5-Feb,5,2,Beckett,Price,,03:19,D,37032,+,
8,USW00014739,"BOSTON, MA US",4/14/12,10.07,0,0,48.9,250,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Saturday, Apr 14,2012",boxscore,BOS,,TBR,W,13,5,,5-Mar,5,2,Buchholz,Badenhop,,03:18,D,38024,++,
9,USW00014739,"BOSTON, MA US",4/15/12,9.84,0,0,54,260,19.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Sunday, Apr 15,2012",boxscore,BOS,,TBR,W,6,4,,5-Apr,4,1,Padilla,Moore,Aceves,03:12,D,38024,+++,
10,USW00014739,"BOSTON, MA US",4/16/12,9.62,0,0,59,210,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Monday, Apr 16,2012",boxscore,BOS,,TBR,L,0,1,,6-Apr,5,2,Shields,Bard,Rodney,03:08,D,38108,-,
11,USW00014739,"BOSTON, MA US",4/17/12,11.63,0,0,57,270,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Apr 17,2012",boxscore,BOS,,TEX,L,3,18,,7-Apr,5,3,Lewis,Lester,,03:25,N,38229,--,
12,USW00014739,"BOSTON, MA US",4/18/12,11.18,0,0,48.9,330,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Wednesday, Apr 18,2012",boxscore,BOS,,TEX,L,3,6,,8-Apr,5,3,Holland,Beckett,,03:03,N,37967,---,
13,USW00014739,"BOSTON, MA US",4/20/12,12.3,0,0,48.9,200,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Apr 20,2012",boxscore,BOS,,NYY,L,2,6,,9-Apr,5,3.5,Nova,Buchholz,,03:18,D,36770,----,
14,USW00014739,"BOSTON, MA US",4/21/12,11.86,0.01,0,54,200,23.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Saturday, Apr 21,2012",boxscore,BOS,,NYY,L,9,15,,10-Apr,5,4.5,Soriano,Aceves,,03:52,D,37839,-----,
22,USW00014739,"BOSTON, MA US",4/30/12,10.74,0,0,41,200,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Monday, Apr 30,2012",boxscore,BOS,,OAK,W,11,6,,11-Nov,5,3.5,Buchholz,Milone,,03:23,N,37359,+,
24,USW00014739,"BOSTON, MA US",5/1/12,12.53,0.6,0,45,130,25.1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2012,"Tuesday, May 1,2012",boxscore,BOS,,OAK,L,3,5,,12-Nov,5,4.5,Parker,Doubront,Norberto,03:31,N,37225,-,
25,USW00014739,"BOSTON, MA US",5/2/12,9.17,0,0,45,90,15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2012,"Wednesday, May 2,2012",boxscore,BOS,,OAK,L,2,4,,13-Nov,5,5.5,McCarthy,Bard,Fuentes,03:22,N,37434,--,
26,USW00014739,"BOSTON, MA US",5/4/12,6.71,0.01,0,48.9,210,14.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Friday, May 4,2012",boxscore,BOS,,BAL,L,4,6,13,14-Nov,5,7,Patton,Morales,Johnson,04:37,N,37223,---,
27,USW00014739,"BOSTON, MA US",5/5/12,3.8,0.09,0,46,100,12.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Saturday, May 5,2012",boxscore,BOS,,BAL,L,2,8,,15-Nov,5,7,Hammel,Cook,,02:56,D,37581,----,
28,USW00014739,"BOSTON, MA US",5/6/12,7.38,0,0,46,100,12.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Sunday, May 6,2012",boxscore,BOS,,BAL,L,6,9,17,16-Nov,5,7.5,Davis,McDonald,,06:07,D,37394,-----,
32,USW00014739,"BOSTON, MA US",5/10/12,11.86,0.85,0,50,280,23,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Thursday, May 10,2012",boxscore,BOS,,CLE,L,3,8,,19-Dec,5,7.5,Lowe,Beckett,,03:11,N,37348,---,
33,USW00014739,"BOSTON, MA US",5/11/12,10.51,0,0,46.9,300,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, May 11,2012",boxscore,BOS,,CLE,W,7,5,,13-19,5,7.5,Buchholz,Jimenez,Aceves,03:57,N,37438,+,
34,USW00014739,"BOSTON, MA US",5/12/12,10.51,0,0,50,270,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Saturday, May 12,2012",boxscore,BOS,,CLE,W,4,1,,14-19,5,7.5,Doubront,McAllister,Aceves,02:30,N,38048,++,
35,USW00014739,"BOSTON, MA US",5/13/12,7.16,0,0,59,200,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, May 13,2012",boxscore,BOS,,CLE,W,12,1,,15-19,5,6.5,Bard,Masterson,,02:37,D,37611,+++,
36,USW00014739,"BOSTON, MA US",5/14/12,5.82,0.09,0,53.1,90,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Monday, May 14,2012",boxscore,BOS,,SEA,W,6,1,,16-19,5,5.5,Lester,Vargas,,02:25,N,37334,++++,
37,USW00014739,"BOSTON, MA US",5/15/12,10.07,0.5,0,55.9,180,19.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Tuesday, May 15,2012",boxscore,BOS,,SEA,W,5,0,,17-19,5,5.5,Beckett,Beavan,,02:53,D,37292,+++++,
46,USW00014739,"BOSTON, MA US",5/25/12,8.28,0,0,57.9,220,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Friday, May 25,2012",boxscore,BOS,,TBR,L,4,7,,22-23,5,6.5,Cobb,Lester,Rodney,03:25,N,37594,-,
47,USW00014739,"BOSTON, MA US",5/26/12,9.62,0,0,66,230,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Saturday, May 26,2012",boxscore,BOS,,TBR,W-wo,3,2,,23-23,5,5.5,Hill,Rodney,,03:00,N,38099,+,
48,USW00014739,"BOSTON, MA US",5/27/12,9.62,0,0,64,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, May 27,2012",boxscore,BOS,,TBR,L,3,4,,23-24,5,5.5,McGee,Aceves,Rodney,03:22,D,37844,-,
49,USW00014739,"BOSTON, MA US",5/28/12,9.17,0,0,60.1,100,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Monday, May 28,2012",boxscore,BOS,,DET,W,7,4,,24-24,5,4.5,Doubront,Fister,,02:37,D,37921,+,
50,USW00014739,"BOSTON, MA US",5/29/12,7.83,0.17,0,59,330,17.9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2012,"Tuesday, May 29,2012",boxscore,BOS,,DET,W,6,3,,25-24,5,3.5,Bard,Verlander,Aceves,03:15,N,37216,++,
51,USW00014739,"BOSTON, MA US",5/30/12,6.26,0,0,61,270,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Wednesday, May 30,2012",boxscore,BOS,,DET,W,6,4,,26-24,5,2.5,Albers,Dotel,Aceves,03:04,N,37195,+++,
52,USW00014739,"BOSTON, MA US",5/31/12,7.61,0,0,63,330,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Thursday, May 31,2012",boxscore,BOS,,DET,L,3,7,,26-25,5,3,Scherzer,Beckett,,03:23,N,37629,-,
57,USW00014739,"BOSTON, MA US",6/5/12,8.05,0.13,0,50,30,19.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Tuesday, Jun 5,2012",boxscore,BOS,,BAL,L,6,8,10,28-27,5,3,Johnson,Aceves,,03:34,N,37181,--,
58,USW00014739,"BOSTON, MA US",6/6/12,6.93,0,0,52,130,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Wednesday, Jun 6,2012",boxscore,BOS,,BAL,L,1,2,,28-28,5,4,Chen,Beckett,Johnson,02:31,N,37243,---,
59,USW00014739,"BOSTON, MA US",6/7/12,6.26,0.04,0,54,40,23.9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Thursday, Jun 7,2012",boxscore,BOS,,BAL,W,7,0,,29-28,5,3,Buchholz,Matusz,,02:50,N,37307,+,
60,USW00014739,"BOSTON, MA US",6/8/12,8.05,0.31,0,54,300,29.1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Friday, Jun 8,2012",boxscore,BOS,,WSN,L,4,7,,29-29,5,4,Strasburg,Doubront,Clippard,03:13,N,37309,-,
61,USW00014739,"BOSTON, MA US",6/9/12,10.07,0,0,59,330,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Saturday, Jun 9,2012",boxscore,BOS,,WSN,L,2,4,,29-30,5,5,Gonzalez,Matsuzaka,Clippard,02:53,D,37534,--,
62,USW00014739,"BOSTON, MA US",6/10/12,8.95,0,0,59,110,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, Jun 10,2012",boxscore,BOS,,WSN,L,3,4,,29-31,5,6,Gorzelanny,Aceves,Clippard,03:06,D,37467,---,
69,USW00014739,"BOSTON, MA US",6/19/12,10.51,0,0,55.9,240,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Jun 19,2012",boxscore,BOS,,MIA,W,7,5,,34-33,5,7,Buchholz,Buehrle,Aceves,02:53,N,37701,+++,
70,USW00014739,"BOSTON, MA US",6/20/12,10.29,0,0,66,290,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Wednesday, Jun 20,2012",boxscore,BOS,,MIA,W,15,5,,35-33,4,6,Doubront,Nolasco,,03:14,N,37362,++++,
71,USW00014739,"BOSTON, MA US",6/21/12,9.17,0,0,80.1,340,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Thursday, Jun 21,2012",boxscore,BOS,,MIA,W,6,5,,36-33,4,5.5,Atchison,Mujica,Aceves,03:09,N,37261,+++++,
72,USW00014739,"BOSTON, MA US",6/22/12,10.07,0.02,0,73.9,240,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Friday, Jun 22,2012",boxscore,BOS,,ATL,L,1,4,,36-34,4,5.5,Jurrjens,Lester,Kimbrel,02:55,N,37281,-,
73,USW00014739,"BOSTON, MA US",6/23/12,7.83,1.19,0,64.9,320,33.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,"Saturday, Jun 23,2012",boxscore,BOS,,ATL,W,8,4,,37-34,4,5.5,Morales,Delgado,,03:03,N,37782,+,
74,USW00014739,"BOSTON, MA US",6/24/12,10.96,0,0,64,250,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, Jun 24,2012",boxscore,BOS,,ATL,W,9,4,,38-34,4,5.5,Cook,Minor,,02:55,D,37565,++,
75,USW00014739,"BOSTON, MA US",6/25/12,9.62,0.93,0,61,190,21.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Monday, Jun 25,2012",boxscore,BOS,,TOR,L,6,9,,38-35,4,6.5,Alvarez,Doubront,Janssen,03:01,N,37208,-,
76,USW00014739,"BOSTON, MA US",6/26/12,12.53,0.06,0,61,330,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Tuesday, Jun 26,2012",boxscore,BOS,,TOR,W,5,1,,39-35,4,6.5,Miller,Perez,,03:02,N,37755,+,
77,USW00014739,"BOSTON, MA US",6/27/12,14.09,0,0,61,270,19.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Wednesday, Jun 27,2012",boxscore,BOS,,TOR,W,10,4,,40-35,3,6.5,Lester,Romero,,02:40,D,37744,++,
86,USW00014739,"BOSTON, MA US",7/6/12,8.05,0,0,68,230,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Jul 6,2012",boxscore,BOS,,NYY,L,8,10,,42-41,4,8.5,Logan,Miller,Soriano,03:59,N,38066,----,
87,USW00014739,"BOSTON, MA US",7/7/12,9.62,0,0,73,300,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Saturday, Jul 7 (1),2012",boxscore,BOS,,NYY,L,1,6,,42-42,4,8.5,Garcia,Morales,,03:07,D,38170,-----,
88,USW00014739,"BOSTON, MA US",7/7/12,9.62,0,0,73,300,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Saturday, Jul 7 (2),2012",boxscore,BOS,,NYY,W,9,5,,43-42,4,8.5,Doubront,Hughes,,03:36,N,37791,+,2012-04-22 (Rain)
89,USW00014739,"BOSTON, MA US",7/8/12,8.95,0,0,71.1,280,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, Jul 8,2012",boxscore,BOS,,NYY,L,3,7,,43-43,4,9.5,Nova,Lester,,04:02,N,38270,-,
93,USW00014739,"BOSTON, MA US",7/16/12,9.62,0,0,72,290,16.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Monday, Jul 16,2012",boxscore,BOS,,CHW,W,5,1,,46-44,3,9.5,Padilla,Septimo,,02:40,N,38334,++,
94,USW00014739,"BOSTON, MA US",7/17/12,12.3,0,0,75.9,230,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Jul 17,2012",boxscore,BOS,,CHW,L,5,7,,46-45,4,10.5,Humber,Lester,Reed,03:06,N,37771,-,
95,USW00014739,"BOSTON, MA US",7/18/12,7.83,1.74,0,70,60,23,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Wednesday, Jul 18,2012",boxscore,BOS,,CHW,W,10,1,,47-45,3,10.5,Doubront,Hernandez,,02:50,N,37367,+,
96,USW00014739,"BOSTON, MA US",7/19/12,7.83,0.06,0,66,110,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Thursday, Jul 19,2012",boxscore,BOS,,CHW,W-wo,3,1,,48-45,3,9.5,Aceves,Thornton,,02:47,N,38413,++,
97,USW00014739,"BOSTON, MA US",7/20/12,6.93,0,0,64,60,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Jul 20,2012",boxscore,BOS,,TOR,L,1,6,,48-46,4,9.5,Laffey,Beckett,,03:01,N,38093,-,
98,USW00014739,"BOSTON, MA US",7/21/12,6.71,0,0,61,110,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Saturday, Jul 21,2012",boxscore,BOS,,TOR,L,3,7,,48-47,4,9.5,Villanueva,Cook,,03:04,N,38170,--,
99,USW00014739,"BOSTON, MA US",7/22/12,10.51,0,0,61,200,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, Jul 22,2012",boxscore,BOS,,TOR,L,7,15,,48-48,5,9.5,Alvarez,Lester,,03:28,D,37737,---,
106,USW00014739,"BOSTON, MA US",7/30/12,8.28,0,0,63,200,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Monday, Jul 30,2012",boxscore,BOS,,DET,W,7,3,,52-51,4,8.5,Buchholz,Scherzer,,02:56,N,37784,+++,
107,USW00014739,"BOSTON, MA US",7/31/12,8.5,0.48,0,63,90,16.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Tuesday, Jul 31,2012",boxscore,BOS,,DET,W,4,1,6,53-51,4,7.5,Mortensen,Verlander,Morales,02:22,N,37275,++++,
109,USW00014739,"BOSTON, MA US",8/1/12,8.5,0.8,0,68,110,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Wednesday, Aug 1,2012",boxscore,BOS,,DET,L,5,7,,53-52,4,8.5,Porcello,Cook,Valverde,03:34,N,37213,-,
110,USW00014739,"BOSTON, MA US",8/2/12,8.28,0,0,68,230,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Thursday, Aug 2,2012",boxscore,BOS,,MIN,L,0,5,,53-53,4,9,Deduno,Lester,Perkins,02:35,N,37191,--,
111,USW00014739,"BOSTON, MA US",8/3/12,11.41,0,0,72,220,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Aug 3,2012",boxscore,BOS,,MIN,L,5,6,10,53-54,4,10,Gray,Padilla,Burton,04:08,N,37285,---,
112,USW00014739,"BOSTON, MA US",8/4/12,7.38,0,0,73.9,70,14.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Saturday, Aug 4,2012",boxscore,BOS,,MIN,L,4,6,,53-55,4,10,Burnett,Aceves,Burton,03:22,N,37914,----,
113,USW00014739,"BOSTON, MA US",8/5/12,12.53,0.08,0,72,230,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2012,"Sunday, Aug 5,2012",boxscore,BOS,,MIN,W,6,4,,54-55,4,10,Morales,Blackburn,Aceves,03:14,D,37019,+,
114,USW00014739,"BOSTON, MA US",8/6/12,10.29,0,0,71.1,260,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Monday, Aug 6,2012",boxscore,BOS,,TEX,W,9,2,,55-55,4,9,Cook,Darvish,,02:47,N,37316,++,
115,USW00014739,"BOSTON, MA US",8/7/12,7.83,0,0,66.9,110,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Aug 7,2012",boxscore,BOS,,TEX,L,3,6,,55-56,4,9,Dempster,Lester,Nathan,03:21,N,38416,-,
116,USW00014739,"BOSTON, MA US",8/8/12,8.28,0,0,66,210,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Wednesday, Aug 8,2012",boxscore,BOS,,TEX,L,9,10,,55-57,4,10,Ogando,Mortensen,Nathan,03:30,D,37716,--,
127,USW00014739,"BOSTON, MA US",8/21/12,7.61,0,0,66,260,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Tuesday, Aug 21,2012",boxscore,BOS,,LAA,L,3,5,,59-64,4,13,Santana,Cook,Frieri,03:00,N,37794,--,
128,USW00014739,"BOSTON, MA US",8/22/12,7.38,0,0,66,110,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Wednesday, Aug 22,2012",boxscore,BOS,,LAA,L,3,7,,59-65,4,13,Weaver,Buchholz,,03:14,N,37373,---,
129,USW00014739,"BOSTON, MA US",8/23/12,8.5,0,0,66,240,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Thursday, Aug 23,2012",boxscore,BOS,,LAA,L,13,14,10,59-66,4,13.5,Frieri,Aceves,,04:34,N,37829,----,
130,USW00014739,"BOSTON, MA US",8/24/12,6.26,0,0,68,100,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Friday, Aug 24,2012",boxscore,BOS,,KCR,W,4,3,,60-66,4,13.5,Lester,Herrera,Bailey,02:54,N,37228,+,
131,USW00014739,"BOSTON, MA US",8/25/12,6.71,0,0,66,110,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Saturday, Aug 25,2012",boxscore,BOS,,KCR,L,9,10,12,60-67,4,13.5,Bueno,Tazawa,Holland,04:31,N,37103,-,
132,USW00014739,"BOSTON, MA US",8/26/12,6.49,0,0,64,110,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Sunday, Aug 26,2012",boxscore,BOS,,KCR,W,8,6,,61-67,4,13.5,Beato,Smith,Melancon,03:36,D,37188,+,
133,USW00014739,"BOSTON, MA US",8/27/12,10.74,0,0,62.1,200,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Monday, Aug 27,2012",boxscore,BOS,,KCR,W,5,1,,62-67,4,12.5,Matsuzaka,Hochevar,,02:34,D,37506,++,
144,USW00014739,"BOSTON, MA US",9/7/12,7.61,0.43,0,74.45,210,16.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Friday, Sep 7,2012",boxscore,BOS,,TOR,L,5,7,,63-76,4,15.5,Alvarez,Doubront,,03:08,N,37156,--,
145,USW00014739,"BOSTON, MA US",9/8/12,14.76,0.71,0,68.55,200,38,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Saturday, Sep 8,2012",boxscore,BOS,,TOR,L,2,9,,63-77,5,15.5,Lincoln,Matsuzaka,,02:55,N,37107,---,
146,USW00014739,"BOSTON, MA US",9/9/12,6.93,0,0,62.5,270,16.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Sunday, Sep 9,2012",boxscore,BOS,,TOR,L,3,4,,63-78,5,16.5,Lyon,Buchholz,Janssen,03:03,D,37226,----,
147,USW00014739,"BOSTON, MA US",9/11/12,8.05,0,0,63.05,310,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Sep 11,2012",boxscore,BOS,,NYY,W-wo,4,3,,64-78,5,15.5,Bailey,Robertson,,03:11,N,37437,+,
148,USW00014739,"BOSTON, MA US",9/12/12,6.71,0,0,71.05,120,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Wednesday, Sep 12,2012",boxscore,BOS,,NYY,L,4,5,,64-79,5,16.5,Phelps,Cook,Soriano,03:43,N,37230,-,
149,USW00014739,"BOSTON, MA US",9/13/12,8.72,0,0,71,200,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Thursday, Sep 13,2012",boxscore,BOS,,NYY,L,0,2,,64-80,5,17.5,Hughes,Doubront,Soriano,03:11,N,38134,--,
157,USW00014739,"BOSTON, MA US",9/21/12,6.71,0,0,61.4,10,10.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Friday, Sep 21,2012",boxscore,BOS,,BAL,L,2,4,,68-84,4,20,Gonzalez,Lester,Johnson,03:00,N,37731,---,
158,USW00014739,"BOSTON, MA US",9/22/12,7.61,0,0,63.5,180,19.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012,"Saturday, Sep 22,2012",boxscore,BOS,,BAL,L,6,9,12,68-85,4,21,Hunter,Aceves,Johnson,04:14,D,37570,----,
159,USW00014739,"BOSTON, MA US",9/23/12,10.96,0.02,0,59,310,17.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012,"Sunday, Sep 23,2012",boxscore,BOS,,BAL,W,2,1,,69-85,4,20,Tazawa,Ayala,Bailey,02:53,D,37310,+,
160,USW00014739,"BOSTON, MA US",9/25/12,13.87,0,0,66.45,220,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Tuesday, Sep 25,2012",boxscore,BOS,,TBR,L,2,5,,69-86,4,20.5,Price,Buchholz,,02:50,N,37045,-,
161,USW00014739,"BOSTON, MA US",9/26/12,12.08,0,0,62.05,200,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,"Wednesday, Sep 26,2012",boxscore,BOS,,TBR,L,2,4,,69-87,4,21.5,Cobb,Lester,Rodney,03:18,N,37247,--,
710,USW00014739,"BOSTON, MA US",4/8/13,9.84,0,0,51,230,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Apr 8,2013",boxscore,BOS,,BAL,W,3,1,,2-May,1,up 2.0,Buchholz,Chen,Hanrahan,02:42,D,37008,++,
810,USW00014739,"BOSTON, MA US",4/10/13,6.04,0.19,0,47,100,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Apr 10,2013",boxscore,BOS,,BAL,L,5,8,,3-May,1,up 1.0,O'Day,Hanrahan,Johnson,02:53,N,30862,-,
910,USW00014739,"BOSTON, MA US",4/11/13,6.93,0.04,0,46,50,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Apr 11,2013",boxscore,BOS,,BAL,L,2,3,,4-May,1,Tied,Matusz,Mortensen,Johnson,03:15,N,27704,--,
1010,USW00014739,"BOSTON, MA US",4/13/13,8.95,0.02,0,40,40,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Apr 13,2013",boxscore,BOS,,TBR,W-wo,2,1,10,4-Jun,1,up 0.5,Tazawa,Gomes,,03:23,D,33039,+,
1110,USW00014739,"BOSTON, MA US",4/14/13,10.51,0,0,48,290,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Apr 14,2013",boxscore,BOS,,TBR,W,5,0,,4-Jul,1,up 1.0,Buchholz,Cobb,,02:49,D,35198,++,
1210,USW00014739,"BOSTON, MA US",4/15/13,10.51,0,0,45,110,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Apr 15,2013",boxscore,BOS,,TBR,W-wo,3,2,,4-Aug,1,up 1.5,Bailey,Peralta,,03:03,D,37449,+++,
1610,USW00014739,"BOSTON, MA US",4/20/13,14.99,0.38,0,58,300,23.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Apr 20,2013",boxscore,BOS,,KCR,W,4,3,,4-Dec,1,up 2.0,Buchholz,Herrera,Bailey,02:58,D,35152,+++++++,
171,USW00014739,"BOSTON, MA US",4/21/13,10.74,0,0,45,290,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Apr 21 (1),2013",boxscore,BOS,,KCR,L,2,4,,5-Dec,1,up 1.5,Santana,Dempster,Holland,02:54,D,31483,-,
181,USW00014739,"BOSTON, MA US",4/21/13,10.74,0,0,45,290,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Apr 21 (2),2013",boxscore,BOS,,KCR,L,4,5,10,6-Dec,1,up 1.5,Herrera,Miller,Holland,03:11,N,33270,--,2013-04-19 (Police manhunt (Boston Marathon bomber))
191,USW00014739,"BOSTON, MA US",4/22/13,13.87,0,0,43,70,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Apr 22,2013",boxscore,BOS,,OAK,W,9,6,,13-6,1,up 2.0,Doubront,Griffin,Bailey,03:29,N,28926,+,
201,USW00014739,"BOSTON, MA US",4/23/13,17,0.13,0,42,40,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Apr 23,2013",boxscore,BOS,,OAK,L,0,13,7,13-7,1,up 1.0,Colon,Aceves,,02:33,N,29006,-,
211,USW00014739,"BOSTON, MA US",4/24/13,14.54,0,0,50,20,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Apr 24,2013",boxscore,BOS,,OAK,W,6,5,,14-7,1,up 2.0,Lester,Anderson,Bailey,03:40,D,29274,+,
